,adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
5407,False,/rQavRvcXYbv2gRAYhIEwV3gDpyX.jpg,"[10751, 14, 35, 10770, 28]",34204,en,Return to Halloweentown,"As Halloweentown prepares to celebrate its 1,000th anniversary, Marnie Piper and her brother Dylan return to Witch University, where trouble is in session from the Sinister Sisters and from someone who's plotting to use Marnie's powers for evil.",12.685,/yYIVsEUyGdp8bEtRjOZGwQA3qmq.jpg,2006-10-20,Return to Halloweentown,False,6.6,480
5408,False,/9lOh8t4qPBfqIcKNW0HT0VdMgEi.jpg,"[18, 10402, 10749]",12637,en,"New York, New York","An egotistical saxophone player and a young singer meet on V-J Day and embark upon a strained and rocky romance, even as their careers begin a long uphill climb.",10.44,/1nD40aUcPAxYdE1WxERrTjZuFGe.jpg,1977-06-21,"New York, New York",False,6.6,366
5409,False,/8WquHvFVBq9jtfRUUOzMVJBzNW4.jpg,"[18, 36]",11365,en,Wilde,"The story of Oscar Wilde, genius, poet, playwright and the First Modern Man. The self-realisation of his homosexuality caused Wilde enormous torment as he juggled marriage, fatherhood and responsibility with his obsessive love for Lord Alfred Douglas.",15.154,/lDrDcG4kwc9Na2hA20TUsJZiTqB.jpg,1997-09-01,Wilde,False,6.6,227
5410,False,/44Bp516RmEQWEqYEOqkkTwqUDV9.jpg,"[35, 10751, 18]",10414,en,The Mighty Ducks,"After reckless young lawyer Gordon Bombay gets arrested for drunk driving, he must coach a kids hockey team for his community service. Gordon has experience on the ice, but isn't eager to return to hockey, a point hit home by his tense dealings with his own former coach, Jack Reilly. The reluctant Gordon eventually grows to appreciate his team, which includes promising young Charlie Conway, and leads them to take on Reilly's tough players.",10.233,/zxaCHxKDFNi6frh1Q0dj19L216o.jpg,1992-10-02,The Mighty Ducks,False,6.6,711
5411,False,/q2ROc1b4DELDtKG9cEcvWprzFhO.jpg,"[18, 10751, 10749, 10402]",9816,en,Save the Last Dance,"After the death of her mother, Sara moves to the South Side of Chicago to live with her father and gets transferred to a majority-black school. Her life takes a turn for the better when befriends Chenille and her brother Derek, who helps her with her dancing skills.",20.081,/sV8GIxT3BjHIiwgKUNwk1S8VSLa.jpg,2001-01-12,Save the Last Dance,False,6.6,1127
5412,False,/xFhpZ9UDUGXu52lCHdN39PIooRt.jpg,[35],8005,en,Robin Hood: Men in Tights,"Robin Hood comes home after fighting in the Crusades to learn that the noble King Richard is in exile and that the despotic King John now rules England, with the help of the Sheriff of Rottingham. Robin Hood assembles a band of fellow patriots to do battle with King John and the Sheriff.",29.543,/woexOLEkUlYsPLLuZRK6LjZaF38.jpg,1993-07-28,Robin Hood: Men in Tights,False,6.6,1734
5413,False,/AlpaZVUbXhnRVRsntG5tJm7Uwgw.jpg,"[12, 18, 10749]",6972,en,Australia,"Set in northern Australia before World War II, an English aristocrat who inherits a sprawling ranch reluctantly pacts with a stock-man in order to protect her new property from a takeover plot. As the pair drive 2,000 head of cattle over unforgiving landscape, they experience the bombing of Darwin by Japanese forces firsthand.",20.275,/45X7LFsgYvdEgFCkXSZCQOZMuJX.jpg,2008-11-18,Australia,False,6.6,2016
5414,False,/naNXYdBzTEb1KwOdi1RbBkM9Zv1.jpg,"[27, 53]",420634,en,Terrifier,"On Halloween night, a young woman finds herself as the obsession of a sadistic murderer known as Art the Clown.",368.208,/nfRlQCl590F30L37aihuqBGBvaO.jpg,2016-03-15,Terrifier,False,6.6,1068
5415,False,/okjEw4GrEqn4seWkvUHIUXogQZD.jpg,"[27, 53, 9648]",83899,en,You're Next,"When the Davison family comes under attack during their wedding anniversary getaway, the gang of mysterious killers soon learns that one of their victims harbors a secret talent for fighting back.",23.878,/fuVVOSyXW4kFiK6M5zLsDMIjTa1.jpg,2011-09-10,You're Next,False,6.6,2062
5416,False,,"[35, 10749]",20222,es,Sexo con amor,"In Santiago, Chile, the schoolteacher Luisa proposes a debate about sex with the parents of her students with the intention of giving classes about sex education to the youngsters.",44.758,/ub91ikhfzCWF3bfmWLqwN8I4q1Z.jpg,2003-03-27,Sex with Love,False,6.6,215
5417,False,/heXvhrTFCF8j84iFQtpXEKCFwGL.jpg,"[18, 10751, 10749]",13967,en,Miss Potter,"The story of Beatrix Potter, the author of the beloved and best-selling children's book, 'The Tale of Peter Rabbit', and her struggle for love, happiness and success.",10.125,/zxPEIOrCwGEW47a2HUupAn0Mr6v.jpg,2006-12-03,Miss Potter,False,6.6,418
5418,False,/aDmI2RFx5ry8QQxLLzYtaROTYqM.jpg,"[18, 27, 53]",8461,en,Funny Games,"When Ann, husband George, and son Georgie arrive at their holiday home they are visited by a pair of polite and seemingly pleasant young men. Armed with deceptively sweet smiles and some golf clubs, they proceed to terrorize and torture the tight-knit clan, giving them until the next day to survive.",12.894,/2RGiR5yNmxXS8c4Qypmbqn0b63w.jpg,2008-03-14,Funny Games,False,6.6,1729
5419,False,/egJQ3nIon5fT8wyXcKRHzvmtZpD.jpg,"[10749, 35]",544,en,There's Something About Mary,"For Ted, prom night went about as bad as it’s possible for any night to go. Thirteen years later, he finally gets another chance with his old prom date, only to run up against other suitors including the sleazy detective he hired to find her.",26.475,/g03pwohXHOI75InM3zraiaEGguO.jpg,1998-07-15,There's Something About Mary,False,6.6,4313
5420,False,/o2841QcPz3TLKajqTiEe6VWGL36.jpg,"[35, 18, 14]",351044,en,Welcome to Marwen,"When a devastating attack shatters Mark Hogancamp and wipes away all memories, no one expected recovery. Putting together pieces from his old and new life, Mark meticulously creates a wondrous town named Marwen where he can heal and be heroic. As he builds an astonishing art installation — a testament to the most powerful women he knows — through his fantasy world, he draws strength to triumph in the real one.",14.277,/dOULsxYQFsOR0cEBBB20xnjJkPD.jpg,2018-12-21,Welcome to Marwen,False,6.6,1018
5421,False,/q6yYreFw1g3YLNZXNbXtZ5ipjix.jpg,"[10751, 35]",60307,en,Diary of a Wimpy Kid: Rodrick Rules,"Wimpy Greg Heffley, now in seventh grade, thinks he has it all together. He has mastered middle school and gotten rid of the Cheese Touch. However, Greg's older brother, Rodrick, is itching to cut him down to size. He gets the perfect opportunity when their mother tries to force the boys to bond. Rodrick may be Greg's chief tormentor, but he feels his constant pranks are just what his little brother needs to prepare him for life's hard knocks.",25.454,/vTf3MJOGUDpm5VEIkpy82aDKdZW.jpg,2011-03-25,Diary of a Wimpy Kid: Rodrick Rules,False,6.6,935
5422,False,/hAOfzKLvxQcewp2OrEVajLrNhR0.jpg,"[10751, 16, 35, 28]",11430,en,The Lion King 1½,Timon the meerkat and Pumbaa the warthog are best pals and the unsung heroes of the African savanna. This prequel to the smash Disney animated adventure takes you back -- way back -- before Simba's adventure began. You'll find out all about Timon and Pumbaa and tag along as they search for the perfect home and attempt to raise a rambunctious lion cub.,88.707,/sVJME5R1NmTXtbdnAxYPx7Xa7kr.jpg,2004-02-06,The Lion King 1½,False,6.6,2611
5423,False,/xZpFjP6cZSrXr0FQaHBwvNQKgcn.jpg,"[35, 18, 10751, 10402, 10749, 10770]",10947,en,High School Musical,"Troy, the popular captain of the basketball team, and Gabriella, the brainy and beautiful member of the academic club, break all the rules of East High society when they secretly audition for the leads in the school's musical. As they reach for the stars and follow their dreams, everyone learns about acceptance, teamwork, and being yourself.",34.408,/1DGmWZjUJPeKGFRHGCA6VPFUBML.jpg,2006-01-20,High School Musical,False,6.6,4134
5424,False,/8U2VFMzc4OpXXt9rXea0aYnBxEq.jpg,"[35, 18]",9689,en,Hollywood Ending,"Woody Allen stars as Val Waxman, a two-time Oscar winner turned washed-up, neurotic director in desperate need of a comeback. When it comes, Waxman finds himself backed into a corner: Work for his ex-wife Ellie or forfeit his last shot. Is Val blinded by love when he opts for the reconnect? Is love blind when it comes to Ellie's staunch support? Literally and figuratively, the proof is the picture.",9.384,/3U18987pFdqLzswOQV8Fj2HEunV.jpg,2002-05-03,Hollywood Ending,False,6.6,419
5425,False,/qgoDTTit5VfHzDrAKNCfv0meuhV.jpg,"[9648, 53, 18]",8066,en,Stay,"Psychiatrist Sam Foster has a new patient, Henry Letham, who claims to be suicidal. In trying to diagnose him, Sam visits Henry's prior therapist and also finds Henry's mother -- even though Henry has said that he murdered both of his parents. As reality starts to contradict fact, Sam spirals into an unstable mental state. Then he finds a clue as to how and when Henry may try to kill himself, and races to try to stop him.",13.539,/smhLbpeaTXAY2DYp2c6f0rnsu1X.jpg,2005-09-24,Stay,False,6.6,1059
5426,False,/8vroa5RYUxD7Nv7vUGUoxZTyz7P.jpg,"[80, 18]",2148,en,The Cotton Club,Harlem's legendary Cotton Club becomes a hotbed of passion and violence as the lives and loves of entertainers and gangsters collide.,15.771,/qigf5fWSH1tw7z424UVKg71UIOS.jpg,1984-12-14,The Cotton Club,False,6.6,320
5427,False,/nfISD7hILE6UYqXGT1cubcgsxUA.jpg,"[18, 10749]",311291,en,45 Years,"There is just one week until Kate Mercer's 45th wedding anniversary and the planning for the party is going well. But then a letter arrives for her husband. The body of his first love has been discovered, frozen and preserved in the icy glaciers of the Swiss Alps. By the time the party is upon them, five days later, there may not be a marriage left to celebrate.",12.208,/8elIJYYXWq2HpcZ6TgVMC9EwTnn.jpg,2015-08-04,45 Years,False,6.6,642
5428,False,/spyZFUG0lR6FEbvMn3YBcxT8vdx.jpg,"[35, 10749, 18, 10751, 10402]",11887,en,High School Musical 3: Senior Year,"It's almost graduation day for high school seniors Troy, Gabriella, Sharpay, Chad, Ryan and Taylor — and the thought of heading off in separate directions after leaving East High has these Wildcats thinking they need to do something they'll remember forever. Together with the rest of the Wildcats, they stage a spring musical reflecting their hopes and fears about the future and their unforgettable experiences growing up together. Will their final show break them apart or bring them together for the greatest moment in Wildcat history?",37.056,/cKWIxQh2dMUgjsxJenrf7A81D95.jpg,2008-10-11,High School Musical 3: Senior Year,False,6.6,3170
5429,False,/hExj5Q2lrXZCjZQT0N9j3MHpa9n.jpg,"[35, 10402, 10749]",9768,en,Cry-Baby,A prim and proper schoolgirl goes against her grandmother's wishes when she dates a motorcycle-riding juvenile delinquent.,17.963,/qV1XYzb2QTvpcnfSnYVSunGQ4XA.jpg,1990-04-05,Cry-Baby,False,6.6,1328
5430,False,/1kdyLiE2Mqt7cxnivdPX3qckvfW.jpg,"[12, 28, 53]",668,en,On Her Majesty's Secret Service,"James Bond tracks his archnemesis, Ernst Blofeld, to a mountaintop retreat in the Swiss alps where he is training an army of beautiful, lethal women. Along the way, Bond falls for Italian contessa Tracy Draco, and marries her in order to get closer to Blofeld.",26.985,/yVzJLLhBwuWJBR9BYEMurShu2WT.jpg,1969-12-12,On Her Majesty's Secret Service,False,6.6,1512
5431,False,/g6qb2h3dT1tb0zkhktD5r7ZHbmp.jpg,"[27, 878]",715123,en,Books of Blood,A journey into uncharted and forbidden territory through three tales tangled in space and time.,18.153,/bXLVZGgLgd7OwbfP6fC5GCfrxuD.jpg,2020-10-07,Books of Blood,False,6.6,296
5432,False,/iOFBH9KtjKMntbP2kheeOpMQTcC.jpg,"[28, 35]",667739,en,The Man from Toronto,"In a case of mistaken identity, the world’s deadliest assassin, known as the Man from Toronto, and a New York City screw-up are forced to team up after being confused for each other at a rental cabin.",194.07,/uTCfTibqtk4f90cC59bLPMOmsfc.jpg,2022-06-24,The Man from Toronto,False,6.6,877
5433,False,/wtzJihFG4aBTat6QG9BoOWud7rG.jpg,"[28, 18, 14]",426284,ja,無限の住人,"Manji, a highly skilled samurai, becomes cursed with immortality after a legendary battle. Haunted by the brutal murder of his sister, Manji knows that only fighting evil will regain his soul. He promises to help a young girl named Rin avenge her parents, who were killed by a group of master swordsmen led by ruthless warrior Anotsu. The mission will change Manji in ways he could never imagine.",18.261,/bFaxg006Dt6J1k7qa7a5YuqbAhe.jpg,2017-04-29,Blade of the Immortal,False,6.6,430
5434,False,/xod6vFO6mimq4FHKMF61eR7nEBQ.jpg,"[35, 80, 18]",92591,en,Bernie,"In small-town Texas, affable and popular mortician Bernie Tiede strikes up a friendship with Marjorie Nugent, a wealthy widow well known for her sour attitude. When she becomes controlling and abusive, Bernie goes to great lengths to remove himself from her grasp.",9.436,/rW5CetooG545jpkPNpD4FjFAXfe.jpg,2012-04-27,Bernie,False,6.6,760
5435,False,/i4YjA78Tf60YW5tfBJmW8Q8X1QU.jpg,"[80, 18, 36]",60309,en,The Conspirator,"Mary Surratt is the lone female charged as a co-conspirator in the assassination trial of Abraham Lincoln. As the whole nation turns against her, she is forced to rely on her reluctant lawyer to uncover the truth and save her life.",11.242,/7oF9c8F9PfswtMAuodi6gMEttuo.jpg,2010-09-10,The Conspirator,False,6.6,381
5436,False,/8QZMXIjksrlIQ5BZLtVpUnhh09Z.jpg,"[10749, 18]",11364,en,Regarding Henry,"Respected lawyer, Henry Turner survives a convenience-store shooting only to find he has lost his memory, and has serious speech and mobility issues. After also losing his job—where he no longer 'fits in'—his loving wife and daughter give him all their love and support.",7.645,/v0tMLF2P0RMEzLuh8BySM4wLeFp.jpg,1991-07-10,Regarding Henry,False,6.6,480
5437,False,/dhoyAlBnKkvDYVNgBEctJjy7U5k.jpg,[35],9900,en,Grandma's Boy,"Even though he's 35, Alex acts more like he's 13, spending his days as the world's oldest video game tester and his evenings developing the next big Xbox game. But when he gets kicked out of his apartment, he's forced to move in with his grandmother.",19.22,/fSRdHBtisU0zhks4OjKezI3jnt7.jpg,2006-01-06,Grandma's Boy,False,6.6,529
5438,False,/vPDtur0rXAnEMqdYAnLO41aSDoO.jpg,"[18, 27, 53]",9529,en,Candyman,"The Candyman, a murderous soul with a hook for a hand, is accidentally summoned to reality by a skeptic grad student researching the monster's myth.",18.354,/n38YbNqUf5KWpMJFc4X3t0rlhg5.jpg,1992-10-16,Candyman,False,6.6,1295
5439,False,/o62VYsoyEUYgYMn21Thd9GHTuUE.jpg,"[80, 18, 9648, 53]",5955,en,The Pledge,A police chief about to retire pledges to help a woman find her daughter's killer.,12.939,/9QOzFL3FPMAUNNPrNiKC3mEDxco.jpg,2001-01-19,The Pledge,False,6.6,775
5440,False,/8qLen3NLCVSu1I9aqGWbTUIoBLQ.jpg,[35],2123,en,"Me, Myself & Irene","Rhode Island State Trooper Charlie Baileygates has a multiple personality disorder. One personality is crazy and aggressive, while the other is more friendly and laid back. Both of these personalities fall in love with the same woman named Irene after Charlie loses his medication.",43.597,/rvRrcbLbpn7UJGRH1JupgHOeJFq.jpg,2000-06-22,"Me, Myself & Irene",False,6.6,3249
5441,False,/TW7n2f8ORQGHcJq1Tt11L4a6uP.jpg,"[18, 53]",1945,en,Nell,"In a remote woodland cabin, a small town doctor discovers Nell — a beautiful young hermit woman with many secrets.",12.381,/h4aYFArJlUeAXzRkeP4gPQCHLIV.jpg,1994-12-23,Nell,False,6.6,412
5442,False,/rrnya09qUcArCReu2Xvy6tedmPu.jpg,"[28, 53]",19124,en,Blind Fury,"A blind Vietnam vet, trained as a swordfighter, comes to America and helps to rescue the son of a fellow soldier.",19.293,/g83u4sTERwj6bHo9Wv1wVtwV5iw.jpg,1989-08-17,Blind Fury,False,6.6,376
5443,False,/vZUntwE0BLPxvjDVi54qQqxYyOI.jpg,"[35, 53]",9534,es,Crimen ferpecto,A playboy has the tables turned on him when he finds himself being used as a plaything by an undesirable woman.,8.863,/1wOWudCNA550cLNk3JFoqhxLOGB.jpg,2004-09-10,The Ferpect Crime,False,6.6,253
5444,False,/vq4vYFV0TWCCovAFLcdZLCo4Qud.jpg,"[35, 80, 10749]",2779,en,The Curse of the Jade Scorpion,"CW Briggs is a veteran insurance investigator, with many successes. Betty Ann Fitzgerald is a new employee in the company he works for, with the task of reorganizing the office. They don't like each other - or at least that's what they think. During a night out with the rest of the office employees, they go to watch Voltan, a magician who secretly hypnotizes both of them.",9.856,/3dYj4iLdkhJs0GrXSqh9Z1rTOAS.jpg,2001-08-05,The Curse of the Jade Scorpion,False,6.6,656
5445,False,/dBSYDUZpps3LWru7ofUZAYoFgUj.jpg,"[9648, 53]",1586,en,Secret Window,"Mort Rainey, a writer just emerging from a painful divorce with his ex-wife, is stalked at his remote lake house by a psychotic stranger and would-be scribe who claims Rainey swiped his best story idea. But as Rainey endeavors to prove his innocence, he begins to question his own sanity.",28.125,/nSKhvsW9rvct60o363PQpXwNFou.jpg,2004-03-12,Secret Window,False,6.6,3140
5446,False,/vJ1OG4akDBvjOdKReaj2A1kh0b6.jpg,"[28, 80, 53]",6,en,Judgment Night,"While racing to a boxing match, Frank, Mike, John and Rey get more than they bargained for. A wrong turn lands them directly in the path of Fallon, a vicious, wise-cracking drug lord. After accidentally witnessing Fallon murder a disloyal henchman, the four become his unwilling prey in a savage game of cat and mouse as they are mercilessly stalked through the urban jungle in this taut suspense drama.",10.282,/rYFAvSPlQUCebayLcxyK79yvtvV.jpg,1993-10-15,Judgment Night,False,6.6,267
5447,False,/4Pv4JRqT7LT1F290JbbjQsaB6LD.jpg,"[16, 12, 35, 10751]",452773,es,Tadeo Jones 2: El secreto del rey Midas,"Tad dreams of becoming an archaeologist traveling the world, uncovering hidden secrets and lost treasure, but his job working construction keeps him daydreaming instead of exploring. The chance of a lifetime comes when he is invited to attend archaeologist Sara Lavrof's presentation of her latest discovery - the papyrus that proves the existence of the Necklace of Midas, the legendary King who turned everything he touched into solid gold.",84.092,/7WtFoWtGp45PLNmajM8iGtjAA7B.jpg,2017-03-25,Tad the Lost Explorer and the Secret of King Midas,False,6.6,325
5448,False,/f5a9YRvJ7uSM0JAtEI59sqKRnVg.jpg,"[35, 10402]",353616,en,Pitch Perfect 3,"After the highs of winning the world championships, the Bellas find themselves split apart and discovering there aren't job prospects for making music with your mouth. But when they get the chance to reunite for an overseas USO tour, this group of awesome nerds will come together to make some music, and some questionable decisions, one last time.",27.112,/iHxmTTFMuuPIwwj39C4Zkk9IL4m.jpg,2017-12-20,Pitch Perfect 3,False,6.6,2988
5449,False,/ojHCeDULAkQK25700fhRU75Tur2.jpg,"[878, 12, 28]",348350,en,Solo: A Star Wars Story,"Through a series of daring escapades deep within a dark and dangerous criminal underworld, Han Solo meets his mighty future copilot Chewbacca and encounters the notorious gambler Lando Calrissian.",42.254,/3IGbjc5ZC5yxim5W0sFING2kdcz.jpg,2018-05-15,Solo: A Star Wars Story,False,6.6,7375
5450,False,/z9TBb1WQots7C1LPoEin1mXEMSQ.jpg,"[27, 28, 878]",56832,ja,Gantz,"After trying to rescue a man on the subway tracks, two teens wake up in a room dominated by a mysterious black sphere that sends them to hunt down and kill aliens hiding on Earth.",22.035,/aBqiz2Umxh0F7FqCx7rUqWYrNrN.jpg,2010-11-29,Gantz,False,6.6,244
5451,False,/6FhmSHAmSjm5FGpLe2xqAl7ekFP.jpg,"[12, 14, 28, 37, 53]",46528,en,The Warrior's Way,A warrior-assassin is forced to hide in a small town in the American Badlands after refusing a mission.,30.542,/kfloVZk0uGkSftjD6DI8ZWUsrrI.jpg,2010-12-01,The Warrior's Way,False,6.6,478
5452,False,/wzQ4mjK4I2voGMWyrTHqyU27lt3.jpg,"[35, 28]",18764,cn,双龙会,"Twins, separated at birth, end up as a Hong Kong gangster and a New York concert pianist. When the pianist travels to Hong Kong for a concert, the two inevitably get mistaken for each other.",24.875,/tm153lMrHy6HykEYwoP0EI3dQ8k.jpg,1992-01-15,Twin Dragons,False,6.6,287
5453,False,/s8cfX8WdUS4HMvCOtiaL2jpD3YU.jpg,"[18, 27, 53]",12720,ja,自殺サークル,"When 54 high school girls throw themselves in front of a subway train it appears to be only the beginning of a string of suicides around the country. Does the new all-girl group Desert have anything to do with it? Detective Kuroda tries to find the answer, which isn't as simple as he had hoped.",32.274,/pnmP8OdxzzoYskyx7GbO0EGL6Dk.jpg,2001-10-29,Suicide Club,False,6.6,382
5454,False,/sZUbg9K8zGiUmeVYSlUNelVcuzM.jpg,"[80, 28, 53]",438674,en,Dragged Across Concrete,"Two policemen, one an old-timer, the other his volatile younger partner, find themselves suspended when a video of their strong-arm tactics becomes the media's cause du jour. Low on cash and with no other options, these two embittered soldiers descend into the criminal underworld to gain their just due, but instead find far more than they wanted awaiting them in the shadows.",21.595,/dQ9EkVyPYJNVCfP5jWXRe4faUFA.jpg,2018-09-03,Dragged Across Concrete,False,6.6,766
5455,False,/2ffEo7Aifb0maJTzVY3FWOZqWp6.jpg,"[27, 53, 9648]",27324,ja,回路,"In the immense city of Tokyo, the darkness of the afterlife lurks some of its inhabitants who are desperately trying to escape the sadness and isolation of the modern world.",36.648,/qYbNsOPWacWVyDCq0OBH8DlPGjJ.jpg,2001-02-03,Pulse,False,6.6,352
5456,False,/sHHtfylgVd5A1pjBxKEPksF6eTC.jpg,"[18, 37, 80]",12690,en,Appaloosa,Two friends hired to police a small town that is suffering under the rule of a rancher find their job complicated by the arrival of a young widow.,16.42,/qLLUC8QaNx4BK1Vuf7XqSyd8icX.jpg,2008-09-19,Appaloosa,False,6.6,832
5457,False,/jJj7moXpWkZm3pUgvQqriKHGfmQ.jpg,"[53, 27]",10493,en,Dead Calm,"An Australian couple take a sailing trip in the Pacific to forget about a terrible accident. While on the open sea, in dead calm weather conditions, they come across a ship with one survivor who is not at all what he seems.",18.447,/hXpav86ZX5N1YIfVfVtzuZLNrjW.jpg,1989-04-07,Dead Calm,False,6.6,590
5458,False,/wTBuBRpWDkSwAo4zP1PEBxaYkVz.jpg,[35],481157,fr,Au bout des doigts,A young man from a modest family gets the chance of a lifetime to reveal his hidden talent for piano but can he find the strength and courage to live up to the challenge?,8.658,/wnNCB5tmQAb21gD7khJY8r8Y2IY.jpg,2018-12-26,In Her Hands,False,6.6,250
5459,False,/8sclBbzysRzLzzGIp9srv51zURd.jpg,"[18, 35]",239678,en,This Is Where I Leave You,"When their father passes away, four grown, world-weary siblings return to their childhood home and are requested -- with an admonition -- to stay there together for a week, along with their free-speaking mother and a collection of spouses, exes and might-have-beens. As the brothers and sisters re-examine their shared history and the status of each tattered relationship among those who know and love them best, they reconnect in hysterically funny and emotionally significant ways.",14.847,/rVUI2267FdetVWz9UBQbqTmRVhQ.jpg,2014-09-10,This Is Where I Leave You,False,6.6,1127
5460,False,/k4BimZS9725pRMYDOBWkj7Kphjl.jpg,"[12, 35, 10749]",59860,en,Monte Carlo,Three young women vacationing in Paris find themselves whisked away to Monte Carlo after one of the girls is mistaken for a British heiress.,24.294,/dcbqyycrWA56HXq5lm41HYuED8Y.jpg,2011-07-01,Monte Carlo,False,6.6,1893
5461,False,/j0d7j5PmYccvNH1shYUr8UG9Sj8.jpg,"[35, 18]",51917,it,Tutta la vita davanti,"Now 25, brilliant Marta seems to have her whole life ahead after majoring in philosophy, but she has to face the ugly truth for young graduates in Italy: a complete lack of work opportunities outside of temp jobs. While babysitting for single mother Sonia, she starts to work at the call center of a company selling junk to housewives, quickly rising through its ranks and experiencing first-hand the fanatical and exploitative competition culture pushed on young employees. Around her revolve other people, like delusional supervisor Daniela, her boss Claudio, fragile coworker Lucio, and well-meaning but inconsistent union official Giorgio.",6.79,/kmoSWKB2pgnUyN1E9RP5ETU0q20.jpg,2008-03-28,A Whole Life Ahead,False,6.6,271
5462,False,/rp9vDiMjO4lS9bxqJvxUiAPbg5O.jpg,"[27, 9648, 53]",24740,en,The Entity,"Carla Moran, a hard-working single mother,  is raped in her bedroom by someone — or something — that she cannot see. Despite skeptical psychiatrists, she is repeatedly attacked by this invisible force. Could this be a case of hysteria or something more horrific?",17.348,/8hJBq9VAWK4PxfDg5lQZkUAaE8O.jpg,1982-09-30,The Entity,False,6.6,371
5463,False,/dPd4GVmBbDYdNpmtXIOJFODfo61.jpg,"[35, 10402, 10749]",9429,en,A Night at the Roxbury,"Despite being well into adulthood, brothers Doug and Steve Butabi still live at home and work in the flower shop owned by their dad. They exist only to hit on women at discos, though they're routinely unsuccessful until a chance run-in with Richard Grieco gets them inside the swank Roxbury club. Mistaken for high rollers, they meet their dream women, Vivica and Cambi, and resolve to open a club of their own.",23.093,/7oZ5xE4AL4D5EbeQUaoRxahgzJX.jpg,1998-10-01,A Night at the Roxbury,False,6.6,738
5464,False,/Aq5Zhj9iaTF6BEKNk05dlUxeHKa.jpg,"[10752, 18]",581859,en,Da 5 Bloods,Four African-American Vietnam veterans return to Vietnam. They are in search of the remains of their fallen squad leader and the promise of buried treasure. These heroes battle forces of humanity and nature while confronted by the lasting ravages of the immorality of the Vietnam War.,18.028,/yx4cp1ljJMDSFeEex0Zjv45b55E.jpg,2020-06-12,Da 5 Bloods,False,6.6,916
5465,False,/9fkYHcOtaz4cKmlDWw7tqUr5TUt.jpg,"[35, 80]",51540,en,Horrible Bosses,"For Nick, Kurt and Dale, the only thing that would make the daily grind more tolerable would be to grind their intolerable bosses into dust. Quitting is not an option, so, with the benefit of a few-too-many drinks and some dubious advice from a hustling ex-con, the three friends devise a convoluted and seemingly foolproof plan to rid themselves of their respective employers... permanently.",31.662,/uQkUwgyFHAm0jGQERPG6Z9o9Zbj.jpg,2011-07-08,Horrible Bosses,False,6.6,5624
5466,False,/dIVuBf6by9nL1fCJaBO2Ui067U4.jpg,"[16, 12, 18, 10749, 878]",12924,ja,雲のむこう、約束の場所,"In a post-war alternative timeline, Japan is divided into the North, controlled by the Union, and the South, controlled by the United States. A mysterious high tower rises within the borders of the Union. Three high school students promise to cross the border with a self-built airplane and unravel the secret of the tower.",16.773,/xlyJw6WmfLn378oz0ZmI0SYFoGb.jpg,2004-11-20,The Place Promised in Our Early Days,False,6.6,416
5467,False,/cd2YQL0vPQDFFeqIMN5LbP3Kjgn.jpg,"[18, 10749, 80]",12165,en,The Burning Plain,"A trailer is burning in the middle of a plain. The bodies of two adulterous lovers are found. Scenes from both families, before and after the dramatic events, suggest an unusual connection between them. But what is their secret?",11.425,/lZlChM3LmOLUCQCfnbaf2dQKe9J.jpg,2008-11-07,The Burning Plain,False,6.6,356
5468,False,/7isarjYDEKZ5t1CgcvbuqEUby8P.jpg,[27],9532,en,Final Destination,"After a teenager has a terrifying vision of him and his friends dying in a plane crash, he prevents the accident only to have Death hunt them down, one by one.",57.103,/1mXhlQMnlfvJ2frxTjZSQNnA9Vp.jpg,2000-03-17,Final Destination,False,6.6,4652
5469,False,/xGEBZAFcRQ8fqGVXMtQCnkoUNTG.jpg,"[35, 10749, 18]",9346,en,Risky Business,"Meet Joel Goodson, an industrious, college-bound 17-year-old and a responsible, trustworthy son. However, when his parents go away and leave him home alone in the wealthy Chicago suburbs with the Porsche at his disposal he quickly decides he has been good for too long and it is time to enjoy himself. After an unfortunate incident with the Porsche Joel must raise some cash, in a risky way.",17.364,/82KOHShH9raGhkcAN3TztVjqjj3.jpg,1983-08-05,Risky Business,False,6.6,1044
5470,False,/gzycjJWGw04DF6C7IYOA1F0cWhc.jpg,"[18, 10749]",694256,it,Sulla stessa onda,A summer fling born under the Sicilian sun quickly develops into a heartbreaking love story that forces a boy and girl to grow up too quickly.,16.317,/j9O2WXJqF45ynkng4SAsZ1h0OCt.jpg,2021-03-25,Caught by a Wave,False,6.6,211
5471,False,/rCQp2lOfGeiUnXxRk3B3FEq59rC.jpg,"[53, 18]",575446,es,Nuevo orden,"In the near future, a popular uprising in Mexico City interrupts a wedding held at the home of a wealthy family. After the riots have been quashed, they discover the bride has gone missing and plea with the military to help locate her.",16.612,/cQB2cp4bW2LqvtmaQ4DBivffWEK.jpg,2020-10-22,New Order,False,6.6,251
5472,False,/3AvfBBQ0PJwfICIyvJvELT3oQRv.jpg,"[35, 18]",18503,it,Caterina va in città,"When her social-climbing father is relocated from small-town North to his native Rome, 12-year-old Caterina enrolls to his old school, finding herself in an completely different environment where students rigidly divide themselves in subcultures based on social class and their parents' political affiliation.",6.34,/20YWJFpf42UxcGUgXimyLrP6A5E.jpg,2003-10-24,Caterina in the Big City,False,6.6,218
